part_num,part_name,catalog,section,display_order,source_category_id,source_category,material,representative_for,notes
48989,Technic Pin Connector Hub Perpendicular 3L with 4 Pins,"Technic Axles, Pins & Connectors",Connectors,51,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
49130,Technic Pin Connector Hub Perpendicular 3 x 3 Bent with 4 Pins (Pin Ridges Along Part),"Technic Axles, Pins & Connectors",Connectors,52,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
49830,Technic Spike Connector Flexible with Six Holes Perpendicular,"Technic Axles, Pins & Connectors",Connectors,53,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
50898,Technic Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets,"Technic Axles, Pins & Connectors",Connectors,54,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
53586,"Technic Axle and Pin Connector, Perpendicular with Extension","Technic Axles, Pins & Connectors",Connectors,55,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
5443,Technic Axle Connector 5L with One Side Frictionless,"Technic Axles, Pins & Connectors",Connectors,56,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
55615,Technic Pin Connector Hub Perpendicular 3 x 3 Bent with 4 Pins (Pin Ridges Across Part),"Technic Axles, Pins & Connectors",Connectors,57,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
5713,Technic Pin Connector Hub with 3L Axle,"Technic Axles, Pins & Connectors",Connectors,58,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
57585,Technic Axle Connector Hub with 3 Axles at 120°,"Technic Axles, Pins & Connectors",Connectors,59,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
58177,"Technic Connector Block 3 x 3 Triangular with Axle, and Axle Hole","Technic Axles, Pins & Connectors",Connectors,60,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
59443,Technic Axle Connector Smooth [with x Hole + Orientation],"Technic Axles, Pins & Connectors",Connectors,61,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
60176,"Technic Axle Connector 2 x 3 with Ball Socket, Closed Sides, Squared Ends","Technic Axles, Pins & Connectors",Connectors,62,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
61053,Technic Axle and Pin Connector 2 x 5 with Two Ball Joint Sockets [Closed Sides] [Closed Axle Holes],"Technic Axles, Pins & Connectors",Connectors,63,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
61054,Technic Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets [Squared Ends],"Technic Axles, Pins & Connectors",Connectors,64,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
61904,Technic Axle and Pin Connector Block 4 x 3 x 2 1/2 [Linear Actuator Holder],"Technic Axles, Pins & Connectors",Connectors,65,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
61905,Technic Axle and Pin Connector Block 3 x 3 x 2 [Linear Actuator Holder],"Technic Axles, Pins & Connectors",Connectors,66,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
62462,Technic Pin Connector Round [Slotted],"Technic Axles, Pins & Connectors",Connectors,67,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
63869,Technic Axle and Pin Connector Perpendicular Triple,"Technic Axles, Pins & Connectors",Connectors,68,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
64311,"Technic Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets, Squared Ends and Axle Hole in Center","Technic Axles, Pins & Connectors",Connectors,69,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
6536,Technic Axle and Pin Connector Perpendicular,"Technic Axles, Pins & Connectors",Connectors,70,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
6538a,Technic Axle Connector Ridged [with + Hole + Orientation],"Technic Axles, Pins & Connectors",Connectors,71,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
6538b,Technic Axle Connector Ridged [with x Hole x Orientation],"Technic Axles, Pins & Connectors",Connectors,72,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
65487,Technic Pin Connector Hub with 1 Pin with Friction Ridges Lengthwise [Centered Friction Ridge],"Technic Axles, Pins & Connectors",Connectors,73,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
65489,Technic Pin Connector Hub Perpendicular 3L with 4 Pins (Squared Holes),"Technic Axles, Pins & Connectors",Connectors,74,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
6553,Technic Axle 1.5 with Perpendicular Axle Connector (Technic Pole Reverser Handle),"Technic Axles, Pins & Connectors",Connectors,75,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
65746,Technic Pin Connector Toggle Joint Smooth Double with 2 Pins [Square Holes],"Technic Axles, Pins & Connectors",Connectors,76,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
6611,Technic Axle and Pin Connector Angled Quadruple - 60°,"Technic Axles, Pins & Connectors",Connectors,77,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
67695,"Technic Axle Connector 2 x 3 with Ball Socket, Closed Sides","Technic Axles, Pins & Connectors",Connectors,78,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
68888,"Technic Axle Connector Hub with 4 Bars at 90°, Reinforced Axle Hole","Technic Axles, Pins & Connectors",Connectors,79,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
69819,Technic Axle and Pin Connector Perpendicular Double Split [Reinforced],"Technic Axles, Pins & Connectors",Connectors,80,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
72008,Technic Connector 2 x 2 with 1 x 1 Cut-Out with Axle Holes,"Technic Axles, Pins & Connectors",Connectors,81,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
7329,Technic Axle and Pin Connector Angled Triple - 60°,"Technic Axles, Pins & Connectors",Connectors,82,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
75535,Technic Pin Connector Round [No Slot],"Technic Axles, Pins & Connectors",Connectors,83,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
80910,"Technic Connector 1 x 2 x 4 with 2 Pin Holes, 2 Axle Holes","Technic Axles, Pins & Connectors",Connectors,84,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
87082,Technic Pin Connector Hub with 2 Pins with Friction Ridges Lengthwise [Big Squared Pin Holes],"Technic Axles, Pins & Connectors",Connectors,85,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
87408,Technic Pin Connector Toggle Joint Smooth Double with Axle and Pin Holes,"Technic Axles, Pins & Connectors",Connectors,86,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
87745,Technic Pin Connector Round Curved with Fin and Hole,"Technic Axles, Pins & Connectors",Connectors,87,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
89650,Technic Axle and Pin Connector 2 x 5 with Two Ball Joint Sockets [Closed Sides] [Open Axle Holes],"Technic Axles, Pins & Connectors",Connectors,88,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
89651,"Technic Axle and Pin Connector 2 x 7 with Two Ball Joint Sockets, Squared Ends, Open Side Axle Holes","Technic Axles, Pins & Connectors",Connectors,89,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
89652,"Technic Axle Connector 2 x 3 with Ball Socket [Closed Sides, Squared Ends, Open Lower Axle Holes]","Technic Axles, Pins & Connectors",Connectors,90,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
92907,Technic Axle and Pin Connector Perpendicular Split,"Technic Axles, Pins & Connectors",Connectors,91,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
93571,"Technic Axle Connector 2 x 3 with Ball Socket, Open Lower Axle Holes","Technic Axles, Pins & Connectors",Connectors,92,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
98989,Technic Axle and Pin Connector Perpendicular Double 4L,"Technic Axles, Pins & Connectors",Connectors,93,12,Technic Connectors,Plastic,,Reconstructed from current Rebrickable source using frozen 165-position Technic audit rules
11478,Technic Beam 1 x 5 Thin with Axle Holes on Ends,Technic Beams & Liftarms,Thin Beams & Liftarms,1,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
14720,Technic Beam 3 x 5 Thick [90° Offset Centre Beam Holes],Technic Beams & Liftarms,Shaped & Angled Beams,1,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
19086,Technic Beam 5 x 5 x 2 Perpendicular Fork 3 Fingers,Technic Beams & Liftarms,Shaped & Angled Beams,2,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
2391,Technic Beam 1 x 7 Thick with Alternating Holes,Technic Beams & Liftarms,Straight & Structural Beams,1,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
2477,Technic Beam 3 x 5 L-Shape Thick with Alternating Holes,Technic Beams & Liftarms,Shaped & Angled Beams,3,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
2825,Technic Beam 1 x 4 Thin with Stud Connector,Technic Beams & Liftarms,Thin Beams & Liftarms,2,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
2905,Technic Beam Triangle Thin [Type I],Technic Beams & Liftarms,Thin Beams & Liftarms,3,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
3167,Technic Beam 2 x 3 Thick [90° Offset Centre Beam Hole],Technic Beams & Liftarms,Shaped & Angled Beams,4,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32009,Technic Beam 1 x 11.5 Double Bent Thick,Technic Beams & Liftarms,Shaped & Angled Beams,5,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32017,Technic Beam 1 x 5 Thin,Technic Beams & Liftarms,Thin Beams & Liftarms,4,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32056,Technic Beam 3 x 3 L-Shape Thin,Technic Beams & Liftarms,Thin Beams & Liftarms,5,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32063,Technic Beam 1 x 6 Thin,Technic Beams & Liftarms,Thin Beams & Liftarms,6,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32065,Technic Beam 1 x 7 Thin,Technic Beams & Liftarms,Thin Beams & Liftarms,7,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32079,Technic Beam 1 x 9 Offset Crossover,Technic Beams & Liftarms,Shaped & Angled Beams,6,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32140,Technic Beam 2 x 4 L-Shape Thick,Technic Beams & Liftarms,Shaped & Angled Beams,7,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32177,Technic Beam 1 x 7 with Fan,Technic Beams & Liftarms,Straight & Structural Beams,2,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32249,Technic Beam 3 x 3 L-Shape with Quarter Ellipse Thin,Technic Beams & Liftarms,Thin Beams & Liftarms,8,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32250,Technic Beam 3 x 5 L-Shape with Quarter Ellipse Thin,Technic Beams & Liftarms,Thin Beams & Liftarms,9,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32251,Technic Beam 5 x 7 L-Shape with Quarter Ellipse Thin,Technic Beams & Liftarms,Thin Beams & Liftarms,10,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32271,Technic Beam 1 x 9 Bent (7 - 3) Thick,Technic Beams & Liftarms,Shaped & Angled Beams,8,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32278,Technic Beam 1 x 15 Thick,Technic Beams & Liftarms,Straight & Structural Beams,3,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32308,Technic Beam 3 x 7 x 2 Fork 3 Fingers,Technic Beams & Liftarms,Shaped & Angled Beams,9,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32316,Technic Beam 1 x 5 Thick,Technic Beams & Liftarms,Straight & Structural Beams,4,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32348,Technic Beam 1 x 7 Bent (4 - 4) Thick,Technic Beams & Liftarms,Shaped & Angled Beams,10,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32449,Technic Beam 1 x 4 Thin,Technic Beams & Liftarms,Thin Beams & Liftarms,11,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
3250,Technic Beam Round 15 x 15,Technic Beams & Liftarms,Straight & Structural Beams,5,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32523,Technic Beam 1 x 3 Thick,Technic Beams & Liftarms,Straight & Structural Beams,6,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32524,Technic Beam 1 x 7 Thick,Technic Beams & Liftarms,Straight & Structural Beams,7,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32525,Technic Beam 1 x 11 Thick,Technic Beams & Liftarms,Straight & Structural Beams,8,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
32526,Technic Beam 3 x 5 L-Shape Thick,Technic Beams & Liftarms,Shaped & Angled Beams,11,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
33299a,Technic Beam 3 x 0.5 Liftarm with Boss and Pin / Crank,Technic Beams & Liftarms,Straight & Structural Beams,9,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
33299b,Technic Beam 3 x 0.5 Liftarm with Boss and Pin Semi-Reduced,Technic Beams & Liftarms,Straight & Structural Beams,10,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
3916,Technic Beam 9 x 3 L-Shape with Quarter Ellipse Thick,Technic Beams & Liftarms,Shaped & Angled Beams,12,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
39369,Technic Base Frame 11 x 19,Technic Beams & Liftarms,Frames,1,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
39790,Technic Beam Frame 11 x 15,Technic Beams & Liftarms,Frames,2,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
39793,Technic Connector Beam 3 x 3,Technic Beams & Liftarms,Straight & Structural Beams,11,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
39794,Technic Beam Frame 7 x 11,Technic Beams & Liftarms,Frames,3,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
40490,Technic Beam 1 x 9 Thick,Technic Beams & Liftarms,Straight & Structural Beams,12,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
41239,Technic Beam 1 x 13 Thick,Technic Beams & Liftarms,Straight & Structural Beams,13,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
41677,Technic Beam 1 x 2 Thin,Technic Beams & Liftarms,Thin Beams & Liftarms,12,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
41679,Technic Rotation Joint [Half-Ball 3L Thin Beam],Technic Beams & Liftarms,Joint & Rotation Beams,1,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
41681,Technic Rotation Joint Socket with 3L Thick Beam,Technic Beams & Liftarms,Joint & Rotation Beams,2,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
43857,Technic Beam 1 x 2 Thick,Technic Beams & Liftarms,Straight & Structural Beams,14,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
44224,Technic Rotation Joint Disk with Pin Hole and 3L Beam Thick,Technic Beams & Liftarms,Joint & Rotation Beams,3,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
44225,Technic Rotation Joint Disk with Pin and 3L Beam Thick,Technic Beams & Liftarms,Joint & Rotation Beams,4,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
44775,Technic Track System Gate 1 x 11 with End Tab and Three Holes,Technic Beams & Liftarms,Straight & Structural Beams,15,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
4526,"Technic Beam Frame 3 x 13 with 1 Center Cross Beams, 2 Openings Thick",Technic Beams & Liftarms,Frames,4,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
45568,Technic Beam 3 x 11 Flexible Double,Technic Beams & Liftarms,Flexible & Link Beams,1,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
45571,Technic Beam 3 x 11 x 3 Gooseneck Flexible Double,Technic Beams & Liftarms,Flexible & Link Beams,2,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
45803,Technic Beam 3 x 7 L-Shape Double,Technic Beams & Liftarms,Shaped & Angled Beams,13,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
4586,Technic Beam 1 x 9 Thin with 3 Holes,Technic Beams & Liftarms,Thin Beams & Liftarms,13,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
50904,Technic Beam Special 8 x 3 x 2 (Visorak Torso),Technic Beams & Liftarms,Straight & Structural Beams,16,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
50923,Technic Beam 1 x 2 with Ball Joint Angled,Technic Beams & Liftarms,Joint & Rotation Beams,5,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
53533,Technic Beam 2 x 4 Fork with Pin,Technic Beams & Liftarms,Shaped & Angled Beams,14,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
5652,Technic Rotation Joint Disk Double with Pin Hole and 3L Beam Thick,Technic Beams & Liftarms,Joint & Rotation Beams,6,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
5995,Technic Beam 1 x 2 with Towball Straight,Technic Beams & Liftarms,Joint & Rotation Beams,7,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
60483,Technic Beam 1 x 2 Thick with Pin Hole and Axle Hole,Technic Beams & Liftarms,Straight & Structural Beams,17,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
60484,Technic Beam 3 x 3 T-Shape Thick,Technic Beams & Liftarms,Shaped & Angled Beams,15,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
61408,"Technic Beam 3 x 0.5 Liftarm with Boss and Blocked, Squared Pin Hole",Technic Beams & Liftarms,Straight & Structural Beams,18,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
64178,Technic Beam 5 x 11 with 3 x 5 Opening Frame Thick,Technic Beams & Liftarms,Frames,5,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
64179,Technic Beam Frame 5 x 7 with 3 x 5 Opening Thick,Technic Beams & Liftarms,Frames,6,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
64276,"Technic Beam 1 x 2 with Ball Joint Straight, Smooth Ball",Technic Beams & Liftarms,Joint & Rotation Beams,8,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
65817,Technic Beam Frame 11 x 15 with Internal Structure (Maker Plate),Technic Beams & Liftarms,Frames,7,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
6612,Technic Beam 1 x 9 Thick with Alternating Holes,Technic Beams & Liftarms,Straight & Structural Beams,19,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
6614,Technic Beam Special 1 x 5 x 3,Technic Beams & Liftarms,Straight & Structural Beams,20,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
6629,Technic Beam 1 x 9 Bent (6 - 4) Thick,Technic Beams & Liftarms,Shaped & Angled Beams,16,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
6632,Technic Beam 1 x 3 Thin,Technic Beams & Liftarms,Thin Beams & Liftarms,14,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
67491,"Technic Beam Frame 3 x 19 with 2 Center Cross Beams, 3 Openings Thick",Technic Beams & Liftarms,Frames,8,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
67697,Technic Beam 1 x 2 with Ball Joint Holes in Ball,Technic Beams & Liftarms,Joint & Rotation Beams,9,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
71708,Technic Beam 2 x 3 L-Shape with Quarter Ellipse Thick,Technic Beams & Liftarms,Shaped & Angled Beams,17,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
71710,Technic Beam 1 x 15 Thick with Alternating Holes,Technic Beams & Liftarms,Straight & Structural Beams,21,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
7229,Technic Beam 1 x 3 Thick with Center Axle Hole,Technic Beams & Liftarms,Straight & Structural Beams,22,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
7244,Technic Beam 1 x 2 with Axle on Side,Technic Beams & Liftarms,Straight & Structural Beams,23,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
73507,Technic Beam 1 x 11 Thick with Alternating Holes,Technic Beams & Liftarms,Straight & Structural Beams,24,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
7684,"Technic Link 1 x 6 x 2 Angled, Bent, Double",Technic Beams & Liftarms,Flexible & Link Beams,3,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
77107,Technic Beam Round 11 x 11,Technic Beams & Liftarms,Straight & Structural Beams,25,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
7944,Technic Beam Special 1 x 3 Thin with Trapezoid Frame,Technic Beams & Liftarms,Frames,9,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
7967,Technic Link 1 x 11 x 2,Technic Beams & Liftarms,Flexible & Link Beams,4,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
79766,Technic Beam Frame 7 x 15 with 3 Truss Bars,Technic Beams & Liftarms,Frames,10,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
79767,Technic Beam Frame 5 x 15 with 3 Truss Bars,Technic Beams & Liftarms,Frames,11,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
80286,Technic Beam 2 x 5 L-Shape with Quarter Ellipse Thick,Technic Beams & Liftarms,Shaped & Angled Beams,18,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
98577,Technic Beam 1 x 3 with Ball Joint in Middle,Technic Beams & Liftarms,Joint & Rotation Beams,10,55,Technic Beams Special,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
99773,Technic Beam Triangle Thin [Type II],Technic Beams & Liftarms,Thin Beams & Liftarms,15,51,Technic Beams,Plastic,,Current-source reconstruction using frozen Technic beam rules; v0.4 does not invent three missing historical positions
10928,Technic Gear 8 Tooth [Reinforced],"Gears, Racks & Sprockets",Spur Gears,1,52,Technic Gears,Plastic,,Reconstructed from current Technic Gears source using frozen 83-position audit rules
114913c01,"Technic Gear 20, One Way","Gears, Racks & Sprockets",Worm & Specialty Gears,1,52,Technic Gears,Plastic,,Reconstructed from current Technic Gears source using frozen 83-position audit rules
11955,Technic Gear 8 Tooth No Friction,"Gears, Racks & Sprockets",Spur Gears,2,52,Technic Gears,Plastic,,Reconstructed from current Technic Gears source using frozen 83-position audit rules
15457,Technic Worm Gear 3L with Bush Ends,"Gears, Racks & Sprockets",Worm & Specialty Gears,2,52,Technic Gears,Plastic,,Reconstructed from current Technic Gears source using frozen 83-position audit rules
